WhoAmI,Longitude,Latitude,ElevationMeters,ICAO,WMO,Region,Country2
-129.25_39.75,-129.25,39.75,0.407289,,0,,
-129.25_39.50,-129.25,39.5,0.17884865,,0,,
-129.25_39.25,-129.25,39.25,-0.27783284,,0,,
-129.25_39.00,-129.25,39,0.6357293,,0,,
-129.25_38.75,-129.25,38.75,0.17884865,,0,,
-129.25_38.50,-129.25,38.5,-0.6586331,,0,,
-129.25_38.25,-129.25,38.25,-0.049591668,,0,,
-129.25_38.00,-129.25,38,-0.27783284,,0,,
-129.25_37.75,-129.25,37.75,0.25492904,,0,,
-129.25_37.50,-129.25,37.5,-1.0392342,,0,,
-129.25_37.25,-129.25,37.25,0.026687885,,0,,
-129.25_37.00,-129.25,37,-0.27783284,,0,,
-129.25_36.75,-129.25,36.75,0.5594498,,0,,
-129.25_36.50,-129.25,36.5,0.17884865,,0,,
-129.25_36.25,-129.25,36.25,0.6357293,,0,,
-129.25_36.00,-129.25,36,0.94025004,,0,,
-129.25_35.75,-129.25,35.75,0.25492904,,0,,
-129.25_35.50,-129.25,35.5,0.6357293,,0,,
-129.25_35.25,-129.25,35.25,-0.3541124,,0,,
-129.25_35.00,-129.25,35,-0.43019277,,0,,
-129.25_34.75,-129.25,34.75,-0.27783284,,0,,
-129.25_34.50,-129.25,34.5,-0.3541124,,0,,
-129.25_34.25,-129.25,34.25,-0.8870734,,0,,
-129.25_34.00,-129.25,34,-0.8870734,,0,,
-129.25_33.75,-129.25,33.75,0.407289,,0,,
-129.25_33.50,-129.25,33.5,0.94025004,,0,,
-129.25_33.25,-129.25,33.25,0.10276827,,0,,
-129.25_33.00,-129.25,33,-0.6586331,,0,,
-129.25_32.75,-129.25,32.75,-1.2676746,,0,,
-129.25_32.50,-129.25,32.5,0.17884865,,0,,
-129.25_32.25,-129.25,32.25,-0.3541124,,0,,
-129.25_32.00,-129.25,32,-1.5721953,,0,,
-129.25_31.75,-129.25,31.75,-0.96315384,,0,,
-129.25_31.50,-129.25,31.5,0.48336938,,0,,
-129.25_31.25,-129.25,31.25,0.25492904,,0,,
-129.25_31.00,-129.25,31,-0.8107939,,0,,
-129.25_30.75,-129.25,30.75,-0.96315384,,0,,
-129.25_30.50,-129.25,30.5,0.17884865,,0,,
-129.25_30.25,-129.25,30.25,-0.20175244,,0,,
-129.25_30.00,-129.25,30,0.026687885,,0,,
-129.25_29.75,-129.25,29.75,0.25492904,,0,,
-129.25_29.50,-129.25,29.5,-0.20175244,,0,,
-129.25_29.25,-129.25,29.25,-0.12567206,,0,,
-129.25_29.00,-129.25,29,0.407289,,0,,
-129.25_28.75,-129.25,28.75,-0.27783284,,0,,
-129.25_28.50,-129.25,28.5,0.3312086,,0,,
-129.25_28.25,-129.25,28.25,-0.3541124,,0,,
-129.25_28.00,-129.25,28,-0.049591668,,0,,
-129.25_27.75,-129.25,27.75,-0.20175244,,0,,
-129.25_27.50,-129.25,27.5,-0.43019277,,0,,
-129.25_27.25,-129.25,27.25,-0.50627315,,0,,
-129.25_27.00,-129.25,27,-0.27783284,,0,,
-129.25_26.75,-129.25,26.75,-0.12567206,,0,,
-129.25_26.50,-129.25,26.5,-0.7347135,,0,,
-129.25_26.25,-129.25,26.25,0.10276827,,0,,
-129.25_26.00,-129.25,26,0.026687885,,0,,
-129.25_25.75,-129.25,25.75,-0.12567206,,0,,
-129.25_25.50,-129.25,25.5,0.10276827,,0,,
-129.25_25.25,-129.25,25.25,-0.20175244,,0,,
-129.25_25.00,-129.25,25,-0.049591668,,0,,
-129.25_24.75,-129.25,24.75,0.407289,,0,,
-129.25_24.50,-129.25,24.5,0.3312086,,0,,
-129.25_24.25,-129.25,24.25,-0.20175244,,0,,
-129.25_24.00,-129.25,24,0.10276827,,0,,
-129.00_58.00,-129,58,1325.5903,,0,BC,CA
-129.00_57.75,-129,57.75,1503.4386,,0,BC,CA
-129.00_57.50,-129,57.5,1640.4031,,0,BC,CA
-129.00_57.25,-129,57.25,1558.0265,,0,BC,CA
-129.00_57.00,-129,57,1451.8961,,0,BC,CA
-129.00_56.75,-129,56.75,1301.1514,,0,BC,CA
-129.00_56.50,-129,56.5,1082.4955,,0,BC,CA
-129.00_56.25,-129,56.25,907.997,,0,BC,CA
-129.00_56.00,-129,56,762.8862,,0,BC,CA
-129.00_55.75,-129,55.75,691.9296,,0,BC,CA
-129.00_55.50,-129,55.5,769.20526,,0,BC,CA
-129.00_55.25,-129,55.25,931.5223,,0,BC,CA
-129.00_55.00,-129,55,849.8309,,0,BC,CA
-129.00_54.75,-129,54.75,895.435,,0,BC,CA
-129.00_54.50,-129,54.5,817.70245,,0,BC,CA
-129.00_54.25,-129,54.25,718.57635,,0,BC,CA
-129.00_54.00,-129,54,620.9729,,0,BC,CA
-129.00_53.75,-129,53.75,511.2644,,0,,
-129.00_53.50,-129,53.5,306.6169,,0,BC,CA
-129.00_53.25,-129,53.25,276.16345,,0,BC,CA
-129.00_53.00,-129,53,179.93051,,0,BC,CA
-129.00_52.75,-129,52.75,129.45396,,0,BC,CA
-129.00_52.50,-129,52.5,36.723125,,0,,
-129.00_52.25,-129,52.25,7.0308633,,0,,
-129.00_52.00,-129,52,-2.0290759,,0,,
-129.00_51.75,-129,51.75,1.6253718,,0,,
-129.00_51.50,-129,51.5,-2.1051562,,0,,
-129.00_51.25,-129,51.25,1.7777318,,0,,
-129.00_51.00,-129,51,-1.1153146,,0,,
-129.00_50.75,-129,50.75,-1.6482756,,0,,
-129.00_50.50,-129,50.5,-1.8006356,,0,,
-129.00_50.25,-129,50.25,-0.6586331,,0,,
-129.00_50.00,-129,50,1.7777318,,0,,
-129.00_49.75,-129,49.75,1.0924108,,0,,
-129.00_49.50,-129,49.5,0.10276827,,0,,
-129.00_49.25,-129,49.25,0.6357293,,0,,
-129.00_49.00,-129,49,1.0163304,,0,,
-129.00_48.75,-129,48.75,-1.4961149,,0,,
-129.00_48.50,-129,48.5,2.1583328,,0,,
-129.00_48.25,-129,48.25,-1.5721953,,0,,
-129.00_48.00,-129,48,-0.7347135,,0,,
-129.00_47.75,-129,47.75,-0.8870734,,0,,
-129.00_47.50,-129,47.5,-0.27783284,,0,,
-129.00_47.25,-129,47.25,-0.43019277,,0,,
-129.00_47.00,-129,47,-1.5721953,,0,,
-129.00_46.75,-129,46.75,-0.12567206,,0,,
-129.00_46.50,-129,46.5,2.7673743,,0,,
-129.00_46.25,-129,46.25,2.386773,,0,,
-129.00_46.00,-129,46,0.17884865,,0,,
-129.00_45.75,-129,45.75,1.3969315,,0,,
-129.00_45.50,-129,45.5,1.7014523,,0,,
-129.00_45.25,-129,45.25,2.0061722,,0,,
-129.00_45.00,-129,45,1.8538122,,0,,
-129.00_44.75,-129,44.75,1.0163304,,0,,
-129.00_44.50,-129,44.5,1.5492915,,0,,
-129.00_44.25,-129,44.25,-1.1153146,,0,,
-129.00_44.00,-129,44,-3.78012,,0,,
-129.00_43.75,-129,43.75,-1.876716,,0,,
-129.00_43.50,-129,43.5,-1.8006356,,0,,
-129.00_43.25,-129,43.25,-0.7347135,,0,,
-129.00_43.00,-129,43,-0.27783284,,0,,
-129.00_42.75,-129,42.75,-0.3541124,,0,,
-129.00_42.50,-129,42.5,-0.43019277,,0,,
-129.00_42.25,-129,42.25,-1.2676746,,0,,
-129.00_42.00,-129,42,0.3312086,,0,,
-129.00_41.75,-129,41.75,-1.4200345,,0,,
-129.00_41.50,-129,41.5,0.407289,,0,,
-129.00_41.25,-129,41.25,0.17884865,,0,,
-129.00_41.00,-129,41,0.026687885,,0,,
-129.00_40.75,-129,40.75,0.48336938,,0,,
-129.00_40.50,-129,40.5,0.407289,,0,,
-129.00_40.25,-129,40.25,0.17884865,,0,,
-129.00_40.00,-129,40,-0.20175244,,0,,
-129.00_39.75,-129,39.75,-1.6482756,,0,,
-129.00_39.50,-129,39.5,-0.049591668,,0,,
-129.00_39.25,-129,39.25,-0.20175244,,0,,
-129.00_39.00,-129,39,-0.50627315,,0,,
-129.00_38.75,-129,38.75,-0.96315384,,0,,
-129.00_38.50,-129,38.5,-0.20175244,,0,,
-129.00_38.25,-129,38.25,0.407289,,0,,
-129.00_38.00,-129,38,0.10276827,,0,,
-129.00_37.75,-129,37.75,1.3969315,,0,,
-129.00_37.50,-129,37.5,0.86416966,,0,,
-129.00_37.25,-129,37.25,0.5594498,,0,,
-129.00_37.00,-129,37,-1.8006356,,0,,
-129.00_36.75,-129,36.75,-0.58255273,,0,,
-129.00_36.50,-129,36.5,-0.20175244,,0,,
-129.00_36.25,-129,36.25,-0.50627315,,0,,
-129.00_36.00,-129,36,-0.7347135,,0,,
-129.00_35.75,-129,35.75,-0.6586331,,0,,
-129.00_35.50,-129,35.5,-0.3541124,,0,,
-129.00_35.25,-129,35.25,0.407289,,0,,
-129.00_35.00,-129,35,0.86416966,,0,,
-129.00_34.75,-129,34.75,0.026687885,,0,,
-129.00_34.50,-129,34.5,0.86416966,,0,,
-129.00_34.25,-129,34.25,0.94025004,,0,,
-129.00_34.00,-129,34,-0.049591668,,0,,
-129.00_33.75,-129,33.75,-0.58255273,,0,,
-129.00_33.50,-129,33.5,-0.7347135,,0,,
-129.00_33.25,-129,33.25,-0.27783284,,0,,
-129.00_33.00,-129,33,0.94025004,,0,,
-129.00_32.75,-129,32.75,0.94025004,,0,,
-129.00_32.50,-129,32.5,-0.50627315,,0,,
-129.00_32.25,-129,32.25,2.0822525,,0,,
-129.00_32.00,-129,32,1.0924108,,0,,
-129.00_31.75,-129,31.75,-0.049591668,,0,,
-129.00_31.50,-129,31.5,-0.12567206,,0,,
-129.00_31.25,-129,31.25,0.026687885,,0,,
-129.00_31.00,-129,31,1.2447708,,0,,
-129.00_30.75,-129,30.75,0.3312086,,0,,
-129.00_30.50,-129,30.5,0.17884865,,0,,
-129.00_30.25,-129,30.25,0.3312086,,0,,
-129.00_30.00,-129,30,-0.20175244,,0,,
-129.00_29.75,-129,29.75,0.25492904,,0,,
-129.00_29.50,-129,29.5,0.10276827,,0,,
-129.00_29.25,-129,29.25,0.17884865,,0,,
-129.00_29.00,-129,29,0.6357293,,0,,
-129.00_28.75,-129,28.75,-0.50627315,,0,,
-129.00_28.50,-129,28.5,0.026687885,,0,,
-129.00_28.25,-129,28.25,0.25492904,,0,,
-129.00_28.00,-129,28,-0.20175244,,0,,
-129.00_27.75,-129,27.75,-0.20175244,,0,,
-129.00_27.50,-129,27.5,0.6357293,,0,,
-129.00_27.25,-129,27.25,0.3312086,,0,,
-129.00_27.00,-129,27,0.407289,,0,,
-129.00_26.75,-129,26.75,1.0163304,,0,,
-129.00_26.50,-129,26.5,0.17884865,,0,,
-129.00_26.25,-129,26.25,0.10276827,,0,,
-129.00_26.00,-129,26,0.25492904,,0,,
-129.00_25.75,-129,25.75,-0.20175244,,0,,
-129.00_25.50,-129,25.5,-0.27783284,,0,,
-129.00_25.25,-129,25.25,0.10276827,,0,,
-129.00_25.00,-129,25,-0.50627315,,0,,
-129.00_24.75,-129,24.75,-0.6586331,,0,,
-129.00_24.50,-129,24.5,-0.20175244,,0,,
-129.00_24.25,-129,24.25,-0.50627315,,0,,
-129.00_24.00,-129,24,0.25492904,,0,,
-128.75_58.00,-128.75,58,1289.4269,,0,BC,CA
-128.75_57.75,-128.75,57.75,1484.4813,,0,BC,CA
-128.75_57.50,-128.75,57.5,1641.9258,,0,BC,CA
-128.75_57.25,-128.75,57.25,1549.5757,,0,BC,CA
-128.75_57.00,-128.75,57,1435.6035,,0,BC,CA
-128.75_56.75,-128.75,56.75,1277.3977,,0,BC,CA
-128.75_56.50,-128.75,56.5,1138.3776,,0,BC,CA
-128.75_56.25,-128.75,56.25,972.4061,,0,BC,CA
-128.75_56.00,-128.75,56,825.0112,,0,BC,CA
-128.75_55.75,-128.75,55.75,692.4626,,0,BC,CA
-128.75_55.50,-128.75,55.5,853.33307,,0,BC,CA
-128.75_55.25,-128.75,55.25,1019.3806,,0,BC,CA
-128.75_55.00,-128.75,55,931.29395,,0,BC,CA
-128.75_54.75,-128.75,54.75,823.79315,,0,BC,CA
-128.75_54.50,-128.75,54.5,745.6038,,0,BC,CA
-128.75_54.25,-128.75,54.25,642.36664,,0,BC,CA
-128.75_54.00,-128.75,54,543.545,,0,BC,CA
-128.75_53.75,-128.75,53.75,452.41302,,0,BC,CA
-128.75_53.50,-128.75,53.5,405.05777,,0,,
-128.75_53.25,-128.75,53.25,498.32156,,0,BC,CA
-128.75_53.00,-128.75,53,316.89493,,0,BC,CA
-128.75_52.75,-128.75,52.75,162.26752,,0,BC,CA
-128.75_52.50,-128.75,52.5,63.141346,,0,BC,CA
-128.75_52.25,-128.75,52.25,19.364649,,0,,
-128.75_52.00,-128.75,52,-2.257317,,0,,
-128.75_51.75,-128.75,51.75,-8.728731,,0,,
-128.75_51.50,-128.75,51.5,-3.78012,,0,,
-128.75_51.25,-128.75,51.25,2.0061722,,0,,
-128.75_51.00,-128.75,51,-10.936655,,0,,
-128.75_50.75,-128.75,50.75,-4.0846405,,0,,
-128.75_50.50,-128.75,50.5,-10.023093,,0,,
-128.75_50.25,-128.75,50.25,0.5594498,,0,,
-128.75_50.00,-128.75,50,4.5184183,,0,,
-128.75_49.75,-128.75,49.75,1.3208511,,0,,
-128.75_49.50,-128.75,49.5,-1.1153146,,0,,
-128.75_49.25,-128.75,49.25,-0.96315384,,0,,
-128.75_49.00,-128.75,49,-0.6586331,,0,,
-128.75_48.75,-128.75,48.75,-3.5516794,,0,,
-128.75_48.50,-128.75,48.5,3.5287757,,0,,
-128.75_48.25,-128.75,48.25,0.5594498,,0,,
-128.75_48.00,-128.75,48,-0.20175244,,0,,
-128.75_47.75,-128.75,47.75,-0.7347135,,0,,
-128.75_47.50,-128.75,47.5,-0.12567206,,0,,
-128.75_47.25,-128.75,47.25,0.7878901,,0,,
-128.75_47.00,-128.75,47,0.407289,,0,,
-128.75_46.75,-128.75,46.75,-2.1812367,,0,,
-128.75_46.50,-128.75,46.5,-1.3437549,,0,,
-128.75_46.25,-128.75,46.25,-0.20175244,,0,,
-128.75_46.00,-128.75,46,-0.3541124,,0,,
-128.75_45.75,-128.75,45.75,0.407289,,0,,
-128.75_45.50,-128.75,45.5,-1.9527963,,0,,
-128.75_45.25,-128.75,45.25,-1.6482756,,0,,
-128.75_45.00,-128.75,45,0.407289,,0,,
-128.75_44.75,-128.75,44.75,0.6357293,,0,,
-128.75_44.50,-128.75,44.5,-0.50627315,,0,,
-128.75_44.25,-128.75,44.25,0.48336938,,0,,
-128.75_44.00,-128.75,44,0.6357293,,0,,
-128.75_43.75,-128.75,43.75,0.6357293,,0,,
-128.75_43.50,-128.75,43.5,0.6357293,,0,,
-128.75_43.25,-128.75,43.25,-0.3541124,,0,,
-128.75_43.00,-128.75,43,-0.12567206,,0,,
-128.75_42.75,-128.75,42.75,-0.20175244,,0,,
-128.75_42.50,-128.75,42.5,-0.049591668,,0,,
-128.75_42.25,-128.75,42.25,-0.7347135,,0,,
-128.75_42.00,-128.75,42,0.17884865,,0,,
-128.75_41.75,-128.75,41.75,-0.96315384,,0,,
-128.75_41.50,-128.75,41.5,-0.43019277,,0,,
-128.75_41.25,-128.75,41.25,-0.43019277,,0,,
-128.75_41.00,-128.75,41,-0.20175244,,0,,
-128.75_40.75,-128.75,40.75,0.25492904,,0,,
-128.75_40.50,-128.75,40.5,-0.27783284,,0,,
-128.75_40.25,-128.75,40.25,-0.50627315,,0,,
-128.75_40.00,-128.75,40,0.17884865,,0,,
-128.75_39.75,-128.75,39.75,-0.12567206,,0,,
-128.75_39.50,-128.75,39.5,0.5594498,,0,,
-128.75_39.25,-128.75,39.25,0.10276827,,0,,
-128.75_39.00,-128.75,39,1.0924108,,0,,
-128.75_38.75,-128.75,38.75,0.25492904,,0,,
-128.75_38.50,-128.75,38.5,0.026687885,,0,,
-128.75_38.25,-128.75,38.25,0.17884865,,0,,
-128.75_38.00,-128.75,38,-0.96315384,,0,,
-128.75_37.75,-128.75,37.75,-0.58255273,,0,,
-128.75_37.50,-128.75,37.5,-0.8870734,,0,,
-128.75_37.25,-128.75,37.25,1.0163304,,0,,
-128.75_37.00,-128.75,37,0.5594498,,0,,
-128.75_36.75,-128.75,36.75,-0.58255273,,0,,
-128.75_36.50,-128.75,36.5,0.10276827,,0,,
-128.75_36.25,-128.75,36.25,0.10276827,,0,,
-128.75_36.00,-128.75,36,-0.049591668,,0,,
-128.75_35.75,-128.75,35.75,0.25492904,,0,,
-128.75_35.50,-128.75,35.5,0.407289,,0,,
-128.75_35.25,-128.75,35.25,-0.43019277,,0,,
-128.75_35.00,-128.75,35,0.10276827,,0,,
-128.75_34.75,-128.75,34.75,-0.43019277,,0,,
-128.75_34.50,-128.75,34.5,-1.0392342,,0,,
-128.75_34.25,-128.75,34.25,-0.43019277,,0,,
-128.75_34.00,-128.75,34,-0.3541124,,0,,
-128.75_33.75,-128.75,33.75,0.48336938,,0,,
-128.75_33.50,-128.75,33.5,0.3312086,,0,,
-128.75_33.25,-128.75,33.25,-0.20175244,,0,,
-128.75_33.00,-128.75,33,-1.2676746,,0,,
-128.75_32.75,-128.75,32.75,0.94025004,,0,,
-128.75_32.50,-128.75,32.5,-0.8107939,,0,,
-128.75_32.25,-128.75,32.25,-0.12567206,,0,,
-128.75_32.00,-128.75,32,0.25492904,,0,,
-128.75_31.75,-128.75,31.75,-0.3541124,,0,,
-128.75_31.50,-128.75,31.5,0.026687885,,0,,
-128.75_31.25,-128.75,31.25,0.026687885,,0,,
-128.75_31.00,-128.75,31,0.10276827,,0,,
-128.75_30.75,-128.75,30.75,-0.27783284,,0,,
-128.75_30.50,-128.75,30.5,-0.50627315,,0,,
-128.75_30.25,-128.75,30.25,0.3312086,,0,,
-128.75_30.00,-128.75,30,0.17884865,,0,,
-128.75_29.75,-128.75,29.75,-0.049591668,,0,,
-128.75_29.50,-128.75,29.5,-0.3541124,,0,,
-128.75_29.25,-128.75,29.25,-0.50627315,,0,,
-128.75_29.00,-128.75,29,-0.049591668,,0,,
-128.75_28.75,-128.75,28.75,0.7878901,,0,,
-128.75_28.50,-128.75,28.5,-0.12567206,,0,,
-128.75_28.25,-128.75,28.25,-0.7347135,,0,,
-128.75_28.00,-128.75,28,0.407289,,0,,
-128.75_27.75,-128.75,27.75,-0.27783284,,0,,
-128.75_27.50,-128.75,27.5,-0.12567206,,0,,
-128.75_27.25,-128.75,27.25,-0.27783284,,0,,
-128.75_27.00,-128.75,27,-0.8870734,,0,,
-128.75_26.75,-128.75,26.75,-0.8870734,,0,,
-128.75_26.50,-128.75,26.5,-0.049591668,,0,,
-128.75_26.25,-128.75,26.25,0.17884865,,0,,
-128.75_26.00,-128.75,26,-0.6586331,,0,,
-128.75_25.75,-128.75,25.75,0.94025004,,0,,
-128.75_25.50,-128.75,25.5,-0.12567206,,0,,
-128.75_25.25,-128.75,25.25,0.407289,,0,,
-128.75_25.00,-128.75,25,0.25492904,,0,,
-128.75_24.75,-128.75,24.75,0.026687885,,0,,
-128.75_24.50,-128.75,24.5,0.25492904,,0,,
-128.75_24.25,-128.75,24.25,0.10276827,,0,,
-128.75_24.00,-128.75,24,0.25492904,,0,,
-128.50_58.00,-128.5,58,1247.4772,,0,BC,CA
-128.50_57.75,-128.5,57.75,1465.6001,,0,BC,CA
-128.50_57.50,-128.5,57.5,1648.3971,,0,BC,CA
-128.50_57.25,-128.5,57.25,1547.8246,,0,BC,CA
-128.50_57.00,-128.5,57,1405.3022,,0,BC,CA
-128.50_56.75,-128.5,56.75,1267.1196,,0,BC,CA
-128.50_56.50,-128.5,56.5,1133.2004,,0,BC,CA
-128.50_56.25,-128.5,56.25,1093.3064,,0,BC,CA
-128.50_56.00,-128.5,56,946.673,,0,BC,CA
-128.50_55.75,-128.5,55.75,756.64325,,0,BC,CA
-128.50_55.50,-128.5,55.5,888.05005,,0,BC,CA
-128.50_55.25,-128.5,55.25,1108.457,,0,BC,CA
-128.50_55.00,-128.5,55,989.61237,,0,BC,CA
-128.50_54.75,-128.5,54.75,827.8282,,0,BC,CA
-128.50_54.50,-128.5,54.5,717.51056,,0,BC,CA
-128.50_54.25,-128.5,54.25,669.0133,,0,BC,CA
-128.50_54.00,-128.5,54,751.0855,,0,BC,CA
-128.50_53.75,-128.5,53.75,675.02783,,0,BC,CA
-128.50_53.50,-128.5,53.5,614.27325,,0,BC,CA
-128.50_53.25,-128.5,53.25,675.71313,,0,BC,CA
-128.50_53.00,-128.5,53,479.89737,,0,BC,CA
-128.50_52.75,-128.5,52.75,229.79802,,0,BC,CA
-128.50_52.50,-128.5,52.5,86.66672,,0,BC,CA
-128.50_52.25,-128.5,52.25,40.072853,,0,,
-128.50_52.00,-128.5,52,18.222647,,0,,
-128.50_51.75,-128.5,51.75,5.58434,,0,,
-128.50_51.50,-128.5,51.5,3.3764157,,0,,
-128.50_51.25,-128.5,51.25,-6.3686457,,0,,
-128.50_51.00,-128.5,51,-0.50627315,,0,,
-128.50_50.75,-128.5,50.75,53.015682,,0,,
-128.50_50.50,-128.5,50.5,15.9386425,,0,,
-128.50_50.25,-128.5,50.25,-12.002578,,0,,
-128.50_50.00,-128.5,50,-4.236801,,0,,
-128.50_49.75,-128.5,49.75,1.6253718,,0,,
-128.50_49.50,-128.5,49.5,-0.7347135,,0,,
-128.50_49.25,-128.5,49.25,-0.43019277,,0,,
-128.50_49.00,-128.5,49,1.1686903,,0,,
-128.50_48.75,-128.5,48.75,0.3312086,,0,,
-128.50_48.50,-128.5,48.5,-0.12567206,,0,,
-128.50_48.25,-128.5,48.25,1.473211,,0,,
-128.50_48.00,-128.5,48,0.026687885,,0,,
-128.50_47.75,-128.5,47.75,1.6253718,,0,,
-128.50_47.50,-128.5,47.5,1.2447708,,0,,
-128.50_47.25,-128.5,47.25,-0.8870734,,0,,
-128.50_47.00,-128.5,47,-1.1153146,,0,,
-128.50_46.75,-128.5,46.75,1.3969315,,0,,
-128.50_46.50,-128.5,46.5,-1.7245551,,0,,
-128.50_46.25,-128.5,46.25,-0.27783284,,0,,
-128.50_46.00,-128.5,46,-0.3541124,,0,,
-128.50_45.75,-128.5,45.75,-0.12567206,,0,,
-128.50_45.50,-128.5,45.5,-2.4857574,,0,,
-128.50_45.25,-128.5,45.25,-2.1051562,,0,,
-128.50_45.00,-128.5,45,0.026687885,,0,,
-128.50_44.75,-128.5,44.75,0.48336938,,0,,
-128.50_44.50,-128.5,44.5,-0.7347135,,0,,
-128.50_44.25,-128.5,44.25,0.6357293,,0,,
-128.50_44.00,-128.5,44,1.1686903,,0,,
-128.50_43.75,-128.5,43.75,0.6357293,,0,,
-128.50_43.50,-128.5,43.5,0.7878901,,0,,
-128.50_43.25,-128.5,43.25,-0.20175244,,0,,
-128.50_43.00,-128.5,43,0.17884865,,0,,
-128.50_42.75,-128.5,42.75,0.48336938,,0,,
-128.50_42.50,-128.5,42.5,1.473211,,0,,
-128.50_42.25,-128.5,42.25,1.0924108,,0,,
-128.50_42.00,-128.5,42,1.473211,,0,,
-128.50_41.75,-128.5,41.75,1.7014523,,0,,
-128.50_41.50,-128.5,41.5,-0.50627315,,0,,
-128.50_41.25,-128.5,41.25,0.17884865,,0,,
-128.50_41.00,-128.5,41,0.3312086,,0,,
-128.50_40.75,-128.5,40.75,0.25492904,,0,,
-128.50_40.50,-128.5,40.5,-0.50627315,,0,,
-128.50_40.25,-128.5,40.25,-1.1915941,,0,,
-128.50_40.00,-128.5,40,0.7118097,,0,,
-128.50_39.75,-128.5,39.75,0.10276827,,0,,
-128.50_39.50,-128.5,39.5,0.25492904,,0,,
-128.50_39.25,-128.5,39.25,-0.6586331,,0,,
-128.50_39.00,-128.5,39,0.25492904,,0,,
-128.50_38.75,-128.5,38.75,0.3312086,,0,,
-128.50_38.50,-128.5,38.5,0.10276827,,0,,
-128.50_38.25,-128.5,38.25,0.7118097,,0,,
-128.50_38.00,-128.5,38,-0.049591668,,0,,
-128.50_37.75,-128.5,37.75,0.25492904,,0,,
-128.50_37.50,-128.5,37.5,-0.20175244,,0,,
-128.50_37.25,-128.5,37.25,-0.27783284,,0,,
-128.50_37.00,-128.5,37,0.3312086,,0,,
-128.50_36.75,-128.5,36.75,-0.3541124,,0,,
-128.50_36.50,-128.5,36.5,-0.20175244,,0,,
-128.50_36.25,-128.5,36.25,-0.20175244,,0,,
-128.50_36.00,-128.5,36,-0.20175244,,0,,
-128.50_35.75,-128.5,35.75,-0.049591668,,0,,
-128.50_35.50,-128.5,35.5,0.3312086,,0,,
-128.50_35.25,-128.5,35.25,-0.20175244,,0,,
-128.50_35.00,-128.5,35,-0.049591668,,0,,
-128.50_34.75,-128.5,34.75,0.17884865,,0,,
-128.50_34.50,-128.5,34.5,0.026687885,,0,,
-128.50_34.25,-128.5,34.25,0.17884865,,0,,
-128.50_34.00,-128.5,34,-0.58255273,,0,,
-128.50_33.75,-128.5,33.75,0.3312086,,0,,
-128.50_33.50,-128.5,33.5,0.5594498,,0,,
-128.50_33.25,-128.5,33.25,0.48336938,,0,,
-128.50_33.00,-128.5,33,-1.3437549,,0,,
-128.50_32.75,-128.5,32.75,0.25492904,,0,,
-128.50_32.50,-128.5,32.5,-0.27783284,,0,,
-128.50_32.25,-128.5,32.25,-0.049591668,,0,,
-128.50_32.00,-128.5,32,0.17884865,,0,,
-128.50_31.75,-128.5,31.75,-0.6586331,,0,,
-128.50_31.50,-128.5,31.5,-0.3541124,,0,,
-128.50_31.25,-128.5,31.25,-0.12567206,,0,,
-128.50_31.00,-128.5,31,-0.27783284,,0,,
-128.50_30.75,-128.5,30.75,-0.049591668,,0,,
-128.50_30.50,-128.5,30.5,0.17884865,,0,,
-128.50_30.25,-128.5,30.25,-0.6586331,,0,,
-128.50_30.00,-128.5,30,-0.12567206,,0,,
-128.50_29.75,-128.5,29.75,-0.12567206,,0,,
-128.50_29.50,-128.5,29.5,0.17884865,,0,,
-128.50_29.25,-128.5,29.25,0.25492904,,0,,
-128.50_29.00,-128.5,29,-0.049591668,,0,,
-128.50_28.75,-128.5,28.75,0.026687885,,0,,
-128.50_28.50,-128.5,28.5,-0.049591668,,0,,
-128.50_28.25,-128.5,28.25,0.026687885,,0,,
-128.50_28.00,-128.5,28,0.026687885,,0,,
-128.50_27.75,-128.5,27.75,-0.049591668,,0,,
-128.50_27.50,-128.5,27.5,-0.049591668,,0,,
-128.50_27.25,-128.5,27.25,0.6357293,,0,,
-128.50_27.00,-128.5,27,0.48336938,,0,,
-128.50_26.75,-128.5,26.75,-0.12567206,,0,,
-128.50_26.50,-128.5,26.5,-0.20175244,,0,,
-128.50_26.25,-128.5,26.25,0.407289,,0,,
-128.50_26.00,-128.5,26,-0.50627315,,0,,
-128.50_25.75,-128.5,25.75,0.407289,,0,,
-128.50_25.50,-128.5,25.5,-0.20175244,,0,,
-128.50_25.25,-128.5,25.25,-0.049591668,,0,,
-128.50_25.00,-128.5,25,0.10276827,,0,,
-128.50_24.75,-128.5,24.75,0.026687885,,0,,
-128.50_24.50,-128.5,24.5,-0.049591668,,0,,
-128.50_24.25,-128.5,24.25,-0.20175244,,0,,
-128.50_24.00,-128.5,24,-0.049591668,,0,,
-128.25_58.00,-128.25,58,1320.1848,,0,BC,CA
-128.25_57.75,-128.25,57.75,1412.002,,0,BC,CA
-128.25_57.50,-128.25,57.5,1603.859,,0,BC,CA
-128.25_57.25,-128.25,57.25,1551.479,,0,BC,CA
-128.25_57.00,-128.25,57,1444.5873,,0,BC,CA
-128.25_56.75,-128.25,56.75,1295.5936,,0,BC,CA
-128.25_56.50,-128.25,56.5,1206.1366,,0,BC,CA
-128.25_56.25,-128.25,56.25,1183.4487,,0,BC,CA
-128.25_56.00,-128.25,56,1112.7205,,0,BC,CA
